acc,val_acc,loss,val_loss,epoch,model
0.2074478715658188,0.0349036566913127,8.640524864196777,22.255340576171875,0,mobilenetv3L_unfrozen
0.2127092033624649,0.0343369208276271,8.680244445800781,23.05307388305664,1,mobilenetv3L_unfrozen
0.2166037559509277,0.0337631069123744,8.726422309875488,23.875225067138672,2,mobilenetv3L_unfrozen
0.012551330961287,0.0186171717941761,9.158764839172363,8.995223045349121,0,vgg19
0.0299508888274431,0.0214508362114429,8.487725257873535,9.301924705505373,1,vgg19
0.0389700941741466,0.0228605829179286,8.357645034790039,9.635000228881836,2,vgg19
0.0446368530392646,0.0226905643939971,8.332406997680664,9.984463691711426,3,vgg19
0.0490259006619453,0.0229172576218843,8.359282493591309,10.302806854248049,4,vgg19
0.0526363477110862,0.0220175683498382,8.413533210754395,10.641633987426758,5,vgg19
0.0555941201746463,0.0219113063067197,8.485281944274902,10.94187355041504,6,vgg19
0.0333847291767597,0.0425474643707275,12.50153923034668,12.43446922302246,0,mobilenetv3L
0.0883154198527336,0.0432204604148864,10.087150573730469,13.752144813537598,1,mobilenetv3L
0.1183507740497589,0.0423207692801952,9.396201133728027,14.951096534729004,2,mobilenetv3L
0.1401009857654571,0.0407480858266353,9.03653335571289,16.009639739990234,3,mobilenetv3L
0.1561353057622909,0.0391612350940704,8.824524879455566,17.017356872558594,4,mobilenetv3L
0.1689907014369964,0.0382119566202163,8.709632873535156,17.96700096130371,5,mobilenetv3L
0.1792891472578048,0.0365826003253459,8.640743255615234,18.876399993896484,6,mobilenetv3L
0.1883897483348846,0.0364550873637199,8.607592582702637,19.70465850830078,7,mobilenetv3L
0.1957519352436065,0.0364409163594245,8.599065780639648,20.60585021972656,8,mobilenetv3L
0.2019270062446594,0.0350665897130966,8.611310005187988,21.44722366333008,9,mobilenetv3L
0.0577118583023548,0.0211320482194423,8.564627647399902,11.25175666809082,0,vgg19_unfrozen
0.0603256300091743,0.0215358454734087,8.651285171508789,11.546313285827637,1,vgg19_unfrozen
0.0616202317178249,0.021365825086832,8.745564460754395,11.814179420471191,2,vgg19_unfrozen
0.0629639774560928,0.0206928309053182,8.838714599609375,12.074567794799805,3,vgg19_unfrozen
